agency,role,PL,CL,Life,score,NPS,is_easy,comments,category
39124,Principal,Personal Lines,,Life,9,Promoter,Strongly Agree,"I appreciate being able to talk to an underwrite without talking to a robot for 5 min prior to talking to a person.  I also appreciate the stability of the company, ease of doing business, and the great customer service.",
1001016,Customer Service Representative (CSR),Personal Lines,,,8,Neutral,Agree,rates not as competitive as our other carriers.  Service is good,Positive
3401145,Customer Service Representative (CSR),Personal Lines,,,8,Neutral,Agree,Clients are looking for low premiums and Grange does not always have the best rates.  Grange is usually easy to quote,Positive
3401878,Producer,Personal Lines,,,10,Neutral,Strongly Agree,Home Insurance rates could be better compared to other companies.  System is very user friendly,
4538,Customer Service Representative (CSR),Personal Lines,,,6,Detractor,Somewhat Agree,The new products are more difficult to quote and the premiums are not competitive in most cases,
1889,Principal,,Commercial Lines,,5,Detractor,Neither Agree nor Disagree,,
3701585,Customer Service Representative (CSR),Personal Lines,,,3,Detractor,Somewhat Disagree,"I use Grange if they have a significant price advantage. Otherwise, I do not typically recommend them as they aren't that competitive when it comes to rates. As for doing business with Grange, the split system makes things confusing and it is impossible to get ahold of our underwriter. Not only that, but I have noticed inconsistencies when it comes to answers from underwriters.",
3701308,Customer Service Representative (CSR),Personal Lines,,,9,Promoter,Agree,I placed my own insurance with Grange so I have no problem recommending you.  I am still learning your online system so it may be a bit more difficult for me than for other agents but one phone call usually gets me over the hump of any problem I'm having.,Positive
4565,Principal,Personal Lines,Commercial Lines,Life,8,Neutral,Agree,"5 years ago, the answer would be strongly agree.  Over the past few years Grange continuous and more frequent changes to programs and agent compensation has made Grange more difficult to work with.",Service
4741,Principal,,Commercial Lines,,8,Promoter,Agree,Our local rep is great!  Quick decisions and quick turnarounds - Leslie Rocks!,Positive
48240,Producer,Personal Lines,,,10,Promoter,Agree,Satisfied with most of the services with the company.,Positive
2101361,Customer Service Representative (CSR),,Commercial Lines,,7,Neutral,Agree,Our underwriters and marketing rep always make us feel like we can place business with Grange.,Positive
4745,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Agree,Grange has a very easy to use quoting system.,Positive
1201164,Other,,Commercial Lines,,5,Detractor,Somewhat Disagree,Decline to quote submissions. sdfsdfsadfsadfsdafsadfsd,
1061,Principal,Personal Lines,Commercial Lines,,8,Detractor,Somewhat Disagree,As a P\C agent we have lost over a half a million dolles in business with Grange. Homeowners rates have made Grange go from our go to carrier to our third carrier. Very sad !!!,
3115,Producer,Personal Lines,Commercial Lines,Life,7,Neutral,Somewhat Agree,"Grange auto insurance rating system, new credit scoring model, and the pinpoint rating system has made it difficult to place business with Grange. Hoping they make more changes to be again the carrier they used to be for us.",
3901214,Principal,Personal Lines,,Life,10,Promoter,Strongly Agree,Grange is very is to do business with.,
3701533,Principal,Personal Lines,Commercial Lines,Life,10,Promoter,Strongly Agree,"Because its true, A lot of companies talk abut how easy they are to deal with, Grange actually delivers!",
4803,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Strongly Agree,Ease of website. Even before changes. Though..hard to get hold of an underwriter,
3701001,Producer,Personal Lines,,,8,Promoter,Agree,"Grange is an excellent company with good claim handling by & large. When there is a problem, it isn't hard to find the right person to correct it. EODB is very responsive to suggestions.",Positive
4887,Customer Service Representative (CSR),Personal Lines,,,8,Promoter,Somewhat Agree,"constant change in programs is confusion between determining if a policy is written in mutual , pin point or the new system and what's covered",
423,Other,Personal Lines,,,10,Promoter,Strongly Agree,"I personally have a policy with you and paying my bills, getting changes done, etc are very easy.",
3701490,Producer,Personal Lines,,,8,Neutral,Somewhat Agree,The claims service some of my clients have received has been very slow and they have not been very happy.,
1301822,Producer,Personal Lines,,,8,Promoter,Agree,I have several options.  Grange system is very simple to navigate through.,Positive
4360,Producer,Personal Lines,,,10,Promoter,Strongly Agree,GRANGE IS A GOOD COMPANY AND HAVE EXCELLENT SERVICE,
3701032,Customer Service Representative (CSR),Personal Lines,,,6,Neutral,Somewhat Agree,website isn't always the easiest to use,
22772,Producer,Personal Lines,Commercial Lines,,0,Detractor,Somewhat Disagree,Most of what I have placed with Integrity has stuck once we find something that is competitive,
3701241,Producer,,Commercial Lines,,7,Promoter,Disagree,We are constantly getting new Underwriters which make it very difficult to build a relationship with the company and what they are looking for to insure.,
3401045,Principal,Personal Lines,,,7,Promoter,Strongly Agree,,
3701552,Other,,Commercial Lines,,8,Neutral,Somewhat Agree,I think some items have to be rated online to get quotes but I could be wrong.   auto seems high,
3135,Producer,Personal Lines,,,10,Promoter,Strongly Agree,"Hi quality company.  But I also must compare requirements of prospects and my current prospect is considering not choosing GRI because their current company and another company doesn't require fencing around pools 4' and higher, although they recommend it.",
2101169,Producer,Personal Lines,,,5,Neutral,Neither Agree nor Disagree,"Not a ton of experience writing with Grange. When applicable, Grange offers competitive rates.",
3683,Customer Service Representative (CSR),Personal Lines,,,9,Promoter,Agree,Have never had any issue dealing with grange. Have my personal insurance with them as well.,Positive
2155,Producer,,,Life,7,Neutral,Somewhat Agree,Personal Lines has not been much of a factor in Illinois for the last 8 years.  Good company that usually does well with claims.,
3701145,Producer,,Commercial Lines,,10,Promoter,Agree,Grange has always maintained a user friendly quoting platform with real time rating capability and I appreciate that.,Positive
1601478,Principal,Personal Lines,Commercial Lines,,9,Promoter,Agree,EASE OF DOING BUSINESS,Positive
39046,Producer,Personal Lines,,,4,Neutral,Somewhat Agree,Underwriting is not always easy to get in touch with.  SCRs don't like website for checking quotes and 'hangover' from how tough it use to be to take a payment and upload,
48798,Principal,Personal Lines,Commercial Lines,,9,Promoter,Strongly Agree,"Terrific coverage, ease of system use, Carol Zimmerman is always quick in her response time and thorough leaving nothing to chance.",
1301784,Producer,Personal Lines,,,9,Promoter,Agree,"We've been working with Grange for over a year.  Mostly all positive feedback so far.  Still having some issues with Coverage A being changed after issue and the cost estimator on homes not matching.  Otherwise, no issues!",Positive
4803,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Strongly Agree,"Grange has several Programs, easy to work with, good claim service.",
4799,Principal,Personal Lines,Commercial Lines,Life,7,Promoter,Somewhat Agree,rates on the home aren't that competitive,
455,Producer,Personal Lines,,,9,Neutral,Strongly Agree,Grange is very easy  to do business with  but the premiums are high preventing us from placing as much business as we would like to with Grange.,
48665,Producer,,Commercial Lines,,5,Neutral,Somewhat Agree,Integrity is not as easy to write business with as other carriers.,
22188,Principal,,Commercial Lines,,8,Promoter,Strongly Agree,"Easy to work with, like my underwriters.",
1301677,Customer Service Representative (CSR),Personal Lines,,,8,Neutral,Agree,"Website is easy to navigate, Underwriting is always available for questions or concerns.",Positive
1201001,Producer,,,Life,10,Promoter,Strongly Agree,,
22413,Producer,Personal Lines,Commercial Lines,Life,3,Promoter,Somewhat Agree,I wish the on-line software was easier to use.,
21087,Customer Service Representative (CSR),Personal Lines,,,9,Promoter,Agree,"Good policies, everyone is always helpful when calling in.",Positive
3401184,Principal,Personal Lines,,,10,Promoter,Strongly Agree,Grange goes above and beyond the call of duty. Very friendly and professional people,
1001021,Principal,Personal Lines,,Life,6,Promoter,Agree,We love the products and service offered by grange and the people are terrific to work with!,Positive
4910,Customer Service Representative (CSR),Personal Lines,,,10,Promoter,Strongly Agree,Rating website is extremely easy and underwriting is always very helpful if one has a question.,
3402086,Customer Service Representative (CSR),Personal Lines,,,8,Detractor,Somewhat Disagree,antiquated billing system- cannot make changes quickly- have to wait days to see it on our end; EFT info cannot be changed without calling service center; EFT date cannot be changed mid term while other carriers allow change anytime; one of only carriers I have ever seen that requires UMPD in addition to collision;  system is user friendly from sales perspective but not for service,
1040,Customer Service Representative (CSR),,Commercial Lines,,8,Neutral,Strongly Disagree,It is too complicated to explain to customers why their auto policy premium goes up when they delete a vehicle (Ratio) and why the premium increases if they change the mailing address.  We have seen some auto premiums increase $400.00 because they went from a PO Box to a street address.,
1040,Customer Service Representative (CSR),Personal Lines,,,5,Promoter,Strongly Disagree,"Because it is very hard to do business with a company that increases a premium because, for example, you change a mailing address on an auto policy.",
